asset_id,asset_class,source_layer,source_id,shape,diameter_m,width_m,height_m,barrels,slope_used,slope_basis,roughness_n,area_m2,data_capacity_m3s,nominal_fallback_m3s,capacity_method,best_guess_capacity_m3s,partial_blockage_capacity_m3s,post_widening_capacity_m3s,confidence,basis,dimension_refinement_note,dimension_provider,dimension_source_method,dimension_source_reference,topology_connected_local_count,topology_connected_mcg_local_count,topology_connected_local_capacity_sum_m3s,topology_connected_local_capacity_median_m3s,topology_connected_mcg_local_capacity_median_m3s,topology_capacity_floor_m3s,topology_capacity_floor_basis,topology_downstream_endpoint_closer_to_main_leg,topology_endpoint_elevation_drop_m,topology_endpoint_distance_change_to_main_leg_m,topology_flow_orientation_note,topology_capacity_check,topology_suggested_capacity_m3s,topology_model_capacity_m3s
SWD-LINE-1660,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1660,box drain,,1.8288,1.8288,1.0,0.00167,surface slope proxy; replace with surveyed invert slope,0.013,3.345,6.244,,source-data Manning estimate,6.244,3.746,7.181,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1660,,,,,,,,True,1.108,174.59,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,6.244
SWD-LINE-1654,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1654,box drain,,1.0668,1.0668,1.0,0.00279,surface slope proxy; replace with surveyed invert slope,0.013,1.138,1.917,,source-data Manning estimate,1.917,1.15,2.205,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1654,,,,,,,,True,2.386,1650.301,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.917
SWD-LINE-2563,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2563,box drain,,1.0668,1.0668,1.0,0.00202,surface slope proxy; replace with surveyed invert slope,0.013,1.138,1.63,,source-data Manning estimate,1.63,0.978,1.874,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2563,,,,,,,,True,3.434,1850.233,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.63
SWD-LINE-1652,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1652,box drain,,1.0668,1.0668,1.0,0.00575,surface slope proxy; replace with surveyed invert slope,0.013,1.138,2.75,,source-data Manning estimate,2.75,1.65,3.162,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1652,,,,,,,,True,2.035,495.464,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,2.75
SWD-LINE-1651,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1651,circular pipe,0.6,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.283,0.238,,source-data Manning estimate,0.238,0.143,0.274,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1651,,,,,,,,True,0.186,9.283,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.238
SWD-LINE-1661,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1661,box drain,,1.0668,1.0668,1.0,0.00884,surface slope proxy; replace with surveyed invert slope,0.013,1.138,3.411,,source-data Manning estimate,3.411,2.047,3.923,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1661,,,,,,,,False,0.06,-120.193,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,3.411
SWD-LINE-2498,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2498,circular pipe,0.3,,,1.0,0.00251,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.048,,source-data Manning estimate,0.048,0.029,0.055,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2498,,,,,,,,True,0.939,555.044,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.048
SWD-LINE-2468,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2468,circular pipe,0.3,,,1.0,0.00138,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.036,,source-data Manning estimate,0.036,0.022,0.041,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2468,,,,,,,,True,0.219,17.895,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.036
SWD-LINE-2469,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2469,circular pipe,0.3,,,1.0,0.00579,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.074,,source-data Manning estimate,0.074,0.044,0.085,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2469,,,,,,,,True,0.151,57.866,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.074
SWD-LINE-2470,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2470,circular pipe,0.3,,,1.0,0.01291,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.11,,source-data Manning estimate,0.11,0.066,0.127,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2470,,,,,,,,True,0.403,70.885,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.11
SWD-LINE-972,local storm drain,STORM_WATER_DRAIN,SWD-LINE-972,circular pipe,0.4,,,1.0,0.0062,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.164,,source-data Manning estimate,0.164,0.098,0.189,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-972,,,,,,,,True,0.642,124.549,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.164
SWD-LINE-971,local storm drain,STORM_WATER_DRAIN,SWD-LINE-971,circular pipe,0.4,,,1.0,0.00281,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.11,,source-data Manning estimate,0.11,0.066,0.127,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-971,,,,,,,,True,1.446,126.111,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.11
SWD-LINE-768,local storm drain,STORM_WATER_DRAIN,SWD-LINE-768,circular pipe,0.45,,,1.0,0.00399,surface slope proxy; replace with surveyed invert slope,0.013,0.159,0.18,,source-data Manning estimate,0.18,0.108,0.207,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-768,,,,,,,,True,0.386,440.294,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.18
SWD-LINE-1670,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1670,box drain,,0.9144,0.9144,1.0,0.00873,surface slope proxy; replace with surveyed invert slope,0.013,0.836,2.247,,source-data Manning estimate,2.247,1.348,2.584,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1670,,,,,,,,True,2.465,250.979,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,2.247
SWD-LINE-1669,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1669,box drain,,0.9144,0.9144,1.0,0.00348,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.418,,source-data Manning estimate,1.418,0.851,1.631,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1669,,,,,,,,False,0.226,-683.949,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.418
SWD-LINE-751,local storm drain,STORM_WATER_DRAIN,SWD-LINE-751,box drain,,3.048,3.048,1.0,0.00956,surface slope proxy; replace with surveyed invert slope,0.013,9.29,58.286,,source-data Manning estimate,58.286,34.972,67.029,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-751,,,,,,,,True,0.837,171.677,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,58.286
SWD-LINE-749,local storm drain,STORM_WATER_DRAIN,SWD-LINE-749,box drain,,1.8288,1.8288,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,3.345,4.181,,source-data Manning estimate,4.181,2.509,4.808,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-749,,,,,,,,True,0.383,197.849,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,4.181
SWD-LINE-748,local storm drain,STORM_WATER_DRAIN,SWD-LINE-748,box drain,,1.8288,1.8288,1.0,0.00321,surface slope proxy; replace with surveyed invert slope,0.013,3.345,8.653,,source-data Manning estimate,8.653,5.192,9.951,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-748,,,,,,,,False,0.859,-228.524,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,8.653
SWD-LINE-734,local storm drain,STORM_WATER_DRAIN,SWD-LINE-734,box drain,,0.9144,0.9144,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.836,0.931,,source-data Manning estimate,0.931,0.559,1.071,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-734,,,,,,,,True,0.293,632.599,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.931
SWD-LINE-750,local storm drain,STORM_WATER_DRAIN,SWD-LINE-750,circular pipe,0.4,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.126,0.081,,source-data Manning estimate,0.081,0.049,0.093,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-750,,,,,,,,True,0.174,570.695,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.081
SWD-LINE-752,local storm drain,STORM_WATER_DRAIN,SWD-LINE-752,box drain,,1.524,1.524,1.0,0.01607,surface slope proxy; replace with surveyed invert slope,0.013,2.323,11.904,,source-data Manning estimate,11.904,7.142,13.69,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-752,,,,,,,,True,0.619,149.672,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,11.904
SWD-LINE-742,local storm drain,STORM_WATER_DRAIN,SWD-LINE-742,box drain,,0.9144,0.9144,1.0,0.00992,surface slope proxy; replace with surveyed invert slope,0.013,0.836,2.395,,source-data Manning estimate,2.395,1.437,2.754,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-742,,,,,,,,True,0.221,130.188,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,2.395
SWD-LINE-736,local storm drain,STORM_WATER_DRAIN,SWD-LINE-736,box drain,,0.9144,0.9144,1.0,0.004,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.521,,source-data Manning estimate,1.521,0.913,1.749,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-736,,,,,,,,True,1.35,174.913,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.521
SWD-LINE-2167,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2167,box drain,,0.9144,0.9144,1.0,0.00076,surface slope proxy; replace with surveyed invert slope,0.013,0.836,0.663,,source-data Manning estimate,0.663,0.398,0.762,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2167,,,,,,,,True,0.147,337.706,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.663
SWD-LINE-2210,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2210,box drain,,0.9144,0.9144,1.0,0.00092,surface slope proxy; replace with surveyed invert slope,0.013,0.836,0.729,,source-data Manning estimate,0.729,0.437,0.838,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2210,,,,,,,,True,0.186,293.641,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.729
SWD-LINE-2165,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2165,box drain,,0.9144,0.9144,1.0,0.00302,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.323,,source-data Manning estimate,1.323,0.794,1.521,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2165,,,,,,,,False,1.128,-42.484,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.323
SWD-LINE-2166,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2166,box drain,,0.9144,0.9144,1.0,0.00265,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.238,,source-data Manning estimate,1.238,0.743,1.424,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2166,,,,,,,,False,1.128,-44.64,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.238
SWD-LINE-753,local storm drain,STORM_WATER_DRAIN,SWD-LINE-753,circular pipe,0.45,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.159,0.11,,source-data Manning estimate,0.11,0.066,0.127,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-753,,,,,,,,True,0.583,30.567,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.11
SWD-LINE-763,local storm drain,STORM_WATER_DRAIN,SWD-LINE-763,box drain,,0.9144,0.9144,1.0,0.00406,surface slope proxy; replace with surveyed invert slope,0.015,0.836,1.328,,source-data Manning estimate,1.328,0.797,1.527,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-763,,,,,,,,True,0.249,184.604,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.328
SWD-LINE-760,local storm drain,STORM_WATER_DRAIN,SWD-LINE-760,box drain,,0.9144,0.9144,1.0,0.00211,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.103,,source-data Manning estimate,1.103,0.662,1.268,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-760,,,,,,,,False,0.258,-56.802,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.103
SWD-LINE-759,local storm drain,STORM_WATER_DRAIN,SWD-LINE-759,box drain,,0.9144,0.9144,1.0,0.00951,surface slope proxy; replace with surveyed invert slope,0.013,0.836,2.345,,source-data Manning estimate,2.345,1.407,2.697,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-759,,,,,,,,True,0.003,12.691,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,2.345
SWD-LINE-2041,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2041,box drain,,0.9144,0.9144,1.0,0.0071,surface slope proxy; replace with surveyed invert slope,0.015,0.836,1.756,,source-data Manning estimate,1.756,1.054,2.019,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2041,,,,,,,,False,0.227,-341.23,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.756
SWD-LINE-2039,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2039,circular pipe,0.4,,,1.0,0.01338,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.241,,source-data Manning estimate,0.241,0.145,0.277,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-2039,,,,,,,,False,0.851,-206.471,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.241
SWD-LINE-737,local storm drain,STORM_WATER_DRAIN,SWD-LINE-737,box drain,,0.9144,0.9144,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.836,0.931,,source-data Manning estimate,0.931,0.559,1.071,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-737,,,,,,,,False,0.591,-96.628,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.931
SWD-LINE-1336,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1336,circular pipe,0.3,,,1.0,0.00349,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1336,,,,,,,,False,0.179,-631.008,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.057
SWD-LINE-738,local storm drain,STORM_WATER_DRAIN,SWD-LINE-738,box drain,,0.9144,0.9144,1.0,0.00375,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.472,,source-data Manning estimate,1.472,0.883,1.693,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-738,,,,,,,,True,0.185,260.104,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.472
SWD-LINE-735,local storm drain,STORM_WATER_DRAIN,SWD-LINE-735,box drain,,0.4572,0.4572,1.0,0.00108,surface slope proxy; replace with surveyed invert slope,0.013,0.209,0.125,,source-data Manning estimate,0.125,0.075,0.144,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-735,,,,,,,,True,0.177,18.578,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.125
SWD-LINE-741,local storm drain,STORM_WATER_DRAIN,SWD-LINE-741,box drain,,0.9144,0.9144,1.0,0.00133,surface slope proxy; replace with surveyed invert slope,0.013,0.836,0.878,,source-data Manning estimate,0.878,0.527,1.01,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-741,,,,,,,,False,0.827,-275.992,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.878
SWD-LINE-1693,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1693,box drain,,0.9144,0.9144,1.0,0.00803,surface slope proxy; replace with surveyed invert slope,0.013,0.836,2.155,,source-data Manning estimate,2.155,1.293,2.478,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1693,,,,,,,,True,0.062,49.665,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,2.155
SWD-LINE-1337,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1337,box drain,,0.4572,0.4572,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.209,0.104,,source-data Manning estimate,0.104,0.062,0.12,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1337,,,,,,,,True,0.51,1612.21,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.104
SWD-LINE-743,local storm drain,STORM_WATER_DRAIN,SWD-LINE-743,box drain,,0.9144,0.9144,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.836,0.931,,source-data Manning estimate,0.931,0.559,1.071,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-743,,,,,,,,True,0.217,52.35,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.931
SWD-LINE-740,local storm drain,STORM_WATER_DRAIN,SWD-LINE-740,box drain,,0.9144,0.9144,1.0,0.00673,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.973,,source-data Manning estimate,1.973,1.184,2.269,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-740,,,,,,,,True,1.104,336.967,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.973
SWD-LINE-1335,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1335,box drain,,0.9144,0.9144,1.0,0.00247,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.195,,source-data Manning estimate,1.195,0.717,1.374,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-1335,,,,,,,,True,0.815,977.453,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,1.195
SWD-LINE-739,local storm drain,STORM_WATER_DRAIN,SWD-LINE-739,box drain,,0.9144,0.9144,1.0,0.00131,surface slope proxy; replace with surveyed invert slope,0.013,0.836,0.87,,source-data Manning estimate,0.87,0.522,1.0,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-739,,,,,,,,False,1.6,-279.204,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.87
SWD-LINE-745,local storm drain,STORM_WATER_DRAIN,SWD-LINE-745,box drain,,0.9144,0.9144,1.0,0.00499,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.699,,source-data Manning estimate,1.699,1.019,1.954,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-745,,,,,,,,False,1.45,-112.993,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.699
SWD-LINE-744,local storm drain,STORM_WATER_DRAIN,SWD-LINE-744,box drain,,0.9144,0.9144,1.0,0.00387,surface slope proxy; replace with surveyed invert slope,0.013,0.836,1.495,,source-data Manning estimate,1.495,0.897,1.719,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-744,,,,,,,,False,1.033,-272.64,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,1.495
SWD-LINE-754,local storm drain,STORM_WATER_DRAIN,SWD-LINE-754,circular pipe,0.45,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.159,0.11,,source-data Manning estimate,0.11,0.066,0.127,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-754,,,,,,,,False,3.182,-96.291,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.11
SWD-LINE-755,local storm drain,STORM_WATER_DRAIN,SWD-LINE-755,circular pipe,0.35,,,1.0,0.00165,surface slope proxy; replace with surveyed invert slope,0.013,0.096,0.059,,source-data Manning estimate,0.059,0.035,0.068,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-755,,,,,,,,False,0.032,-82.651,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.059
SWD-LINE-746,local storm drain,STORM_WATER_DRAIN,SWD-LINE-746,circular pipe,0.6,,,1.0,0.00223,surface slope proxy; replace with surveyed invert slope,0.013,0.283,0.29,,source-data Manning estimate,0.29,0.174,0.333,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-746,,,,,,,,True,0.169,582.065,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.29
SWD-LINE-747,local storm drain,STORM_WATER_DRAIN,SWD-LINE-747,circular pipe,0.6,,,1.0,0.00182,surface slope proxy; replace with surveyed invert slope,0.013,0.283,0.262,,source-data Manning estimate,0.262,0.157,0.301,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-747,,,,,,,,False,1.122,-221.431,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.262
